1933    10  2   9   10  17.6    SOUTHERN CALIFORNIA EARTHQUAKE  CA  USA 33.780  -118.100    16  5.4 ML  6   HOLLYWOOD STORAGE BUILDING, LOS ANGELES CA  USA 34.089  -118.338    38  N90W    B   -1  S4  ALLUVIUM(130M?) OVER SANDSTONE  27.1    26.4    2.21    .44 USACA37 68  USACA01 68  USACA09 68
1933    10  2   9   10  17.6    SOUTHERN CALIFORNIA EARTHQUAKE  CA  USA 33.780  -118.100    16  5.4 ML  6   HOLLYWOOD STORAGE BUILDING, LOS ANGELES CA  USA 34.089  -118.338    38  VERT    B   99  S4  ALLUVIUM(130M?) OVER SANDSTONE  32.5    26.8    1.93    .92 USACA37 66  USACA01 66  USACA09 66
1933    10  2   9   10  17.6    SOUTHERN CALIFORNIA EARTHQUAKE  CA  USA 33.780  -118.100    16  5.4 ML  6   HOLLYWOOD STORAGE BUILDING, LOS ANGELES CA  USA 34.089  -118.338    38  VERT    B   -1  S4  ALLUVIUM(130M?) OVER SANDSTONE  11.1    10.7    .95 .46 USACA37 69  USACA01 69  USACA09 69
1934    12  30  13  52  19.0    IMPERIAL VALLEY EARTHQUAKE  CA  USA 32.200  -115.500    16  6.5 ML  9   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    66  S00W    B   1   S4  ALLUVIUM (>300 M)   165.7   156.8   20.86   4.20    USACA37 70  USACA01 70  USACA09 70
1934    12  30  13  52  19.0    IMPERIAL VALLEY EARTHQUAKE  CA  USA 32.200  -115.500    16  6.5 ML  9   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    66  VERT    B   1   S4  ALLUVIUM (>300 M)   72.7    68.1    8.78    5.62    USACA37 72  USACA01 72  USACA09 72
1934    12  30  13  52  19.0    IMPERIAL VALLEY EARTHQUAKE  CA  USA 32.200  -115.500    16  6.5 ML  9   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    66  S90W    B   1   S4  ALLUVIUM (>300 M)   180.9   179.2   11.57   8.00    USACA37 71  USACA01 71  USACA09 71
1935    10  31  18  37  49.0    HELENA EARTHQUAKE   MT  USA 46.616  -111.967    16  6.0 M   8   CARROLL COLLEGE, HELENA MT  USA 46.583  -112.033    6   S90W    B   -1          153.0   142.5   13.33   3.74    USACA37 74  USACA01 74  USACA09 74
1935    10  31  18  37  49.0    HELENA EARTHQUAKE   MT  USA 46.616  -111.967    16  6.0 M   8   CARROLL COLLEGE, HELENA MT  USA 46.583  -112.033    6   S00W    B   -1          138.3   143.5   7.34    1.43    USACA37 73  USACA01 73  USACA09 73
1935    10  31  18  37  49.0    HELENA EARTHQUAKE   MT  USA 46.616  -111.967    16  6.0 M   8   CARROLL COLLEGE, HELENA MT  USA 46.583  -112.033    6   VERT    B   -1          97.0    87.5    9.70    2.82    USACA37 75  USACA01 75  USACA09 75
1935    10  31  18  37  49.0    HELENA EARTHQUAKE   MT  USA 46.616  -111.967    16  6.0 M   8   FEDERAL BLDG., HELENA   MT  USA 46.980  -112.070    41  NORTH   B   -1          31.7    29.4    .55 .32 USACA03 244 USACA02 187 USACA09 808
1935    10  31  18  37  49.0    HELENA EARTHQUAKE   MT  USA 46.616  -111.967    16  6.0 M   8   FEDERAL BLDG., HELENA   MT  USA 46.980  -112.070    41  EAST    B   -1          26.8    25.3    .39 .16 USACA03 245 USACA02 188 USACA09 809
1935    10  31  18  37  49.0    HELENA EARTHQUAKE   MT  USA 46.616  -111.967    16  6.0 M   8   FEDERAL BLDG., HELENA   MT  USA 46.980  -112.070    41  VERT    B   -1          8.4 7.1 .52 .76 USACA03 246 USACA02 189 USACA09 810
1937    2   7   4   41  34.0    HUMBOLDT BAY EARTHQUAKE CA  USA 40.500  -125.250        5.7 ML  5   CITY HALL, FERNDALE CA  USA 40.580  -124.260    84  N45W    B   1   S4  ALLUVIUM    42.9    38.5    4.08    .90 USACA03 253 USACA02 196 USACA09 817
1937    2   7   4   41  34.0    HUMBOLDT BAY EARTHQUAKE CA  USA 40.500  -125.250        5.7 ML  5   CITY HALL, FERNDALE CA  USA 40.580  -124.260    84  VERT    B   1   S4  ALLUVIUM    15.3    13.9    1.59    1.05    USACA03 255 USACA02 198 USACA09 819
1937    2   7   4   41  34.0    HUMBOLDT BAY EARTHQUAKE CA  USA 40.500  -125.250        5.7 ML  5   CITY HALL, FERNDALE CA  USA 40.580  -124.260    84  S45W    B   1   S4  ALLUVIUM    40.6    35.9    2.72    .99 USACA03 254 USACA02 197 USACA09 818
1938    4   12  16  25  40.0    IMPERIAL VALLEY EARTHQUAKE  CA  USA 32.900  -115.600    16  4.0 ML  5   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    13  NORTH   B   1   S4  ALLUVIUM (>300 M)   38.9    28.2    1.81    1.33    USACA03 181 USACA02 124 USACA09 745
1938    4   12  16  25  40.0    IMPERIAL VALLEY EARTHQUAKE  CA  USA 32.900  -115.600    16  4.0 ML  5   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    13  VERT    B   1   S4  ALLUVIUM (>300 M)   26.8    21.3    1.38    2.41    USACA03 183 USACA02 126 USACA09 747
1938    4   12  16  25  40.0    IMPERIAL VALLEY EARTHQUAKE  CA  USA 32.900  -115.600    16  4.0 ML  5   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    13  EAST    B   1   S4  ALLUVIUM (>300 M)   56.3    48.8    3.86    3.08    USACA03 182 USACA02 125 USACA09 746
1938    6   6   12  35      IMPERIAL VALLEY EARTHQUAKE  CA  USA 32.250  -115.200    16  3.0 ML  5   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    69  EAST    B   1   S4  ALLUVIUM (>300 M)   13.8    12.3    .84 .40 USACA03 188 USACA02 131 USACA09 752
1938    6   6   12  35      IMPERIAL VALLEY EARTHQUAKE  CA  USA 32.250  -115.200    16  3.0 ML  5   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    69  VERT    B   1   S4  ALLUVIUM (>300 M)   5.5 4.0 .58 .95 USACA03 189 USACA02 132 USACA09 753
1938    6   6   12  35      IMPERIAL VALLEY EARTHQUAKE  CA  USA 32.250  -115.200    16  3.0 ML  5   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    69  NORTH   B   1   S4  ALLUVIUM (>300 M)   8.9 8.4 .53 .81 USACA03 187 USACA02 130 USACA09 751
1938    9   12  6   10  43.0    NORTHWEST CALIFORNIA EQ CA  USA 40.250  -124.800        5.5 ML  6   CITY HALL, FERNDALE CA  USA 40.580  -124.260    59  VERT    B   1   S4  ALLUVIUM    34.8    31.6    1.44    .61 USACA37 78  USACA01 78  USACA09 78
1938    9   12  6   10  43.0    NORTHWEST CALIFORNIA EQ CA  USA 40.250  -124.800        5.5 ML  6   CITY HALL, FERNDALE CA  USA 40.580  -124.260    59  S45E    B   1   S4  ALLUVIUM    94.5    87.1    6.78    1.66    USACA37 77  USACA01 77  USACA09 77
1938    9   12  6   10  43.0    NORTHWEST CALIFORNIA EQ CA  USA 40.250  -124.800        5.5 ML  6   CITY HALL, FERNDALE CA  USA 40.580  -124.260    59  N45E    B   1   S4  ALLUVIUM    158.2   140.9   6.60    3.89    USACA37 76  USACA01 76  USACA09 76
1940    5   19  4   36  40.0    IMPERIAL VALLEY AFTERSHOCK  CA  USA 32.730  -115.549    16  6.7 ML  10  IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    7   VERT    B   1   S4  ALLUVIUM (>300 M)       10.1    3.38    2.74    USACA03 192 USACA02 135 USACA09 756
1940    5   19  4   36  40.0    IMPERIAL VALLEY AFTERSHOCK  CA  USA 32.730  -115.500    16  6.7 ML  10  IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    9   EAST    B   1   S4  ALLUVIUM (>300 M)   25.7    24.1    7.18    7.41    USACA03 191 USACA02 134 USACA09 755
1940    5   19  4   36  40.0    IMPERIAL VALLEY AFTERSHOCK  CA  USA 32.730  -115.500    16  6.7 ML  10  IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    9   NORTH   B   1   S4  ALLUVIUM (>300 M)   26.0    22.5    5.69    3.46    USACA03 190 USACA02 133 USACA09 754
1940    5   19  4   36  41.0    IMPERIAL VALLEY AFTERSHOCK  CA  USA 32.700  -115.500    16  7.1 ML  10  IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    12  S00E    B   1   S4  ALLUVIUM (>300 M)   352.3   341.7   33.45   10.87   USACA37 1   USACA01 1   USACA09 1
1940    5   19  4   36  41.0    IMPERIAL VALLEY AFTERSHOCK  CA  USA 32.700  -115.500    16  7.1 ML  10  IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    12  S90W    B   1   S4  ALLUVIUM (>300 M)   219.6   210.1   36.92   19.78   USACA37 2   USACA01 2   USACA09 2
1940    5   19  4   36  41.0    IMPERIAL VALLEY AFTERSHOCK  CA  USA 32.700  -115.500    16  7.1 ML  10  IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    12  VERT    B   1   S4  ALLUVIUM (>300 M)   272.6   206.3   10.84   5.56    USACA37 3   USACA01 3   USACA09 3
1941    2   9   9   44  4.0 NORTHWEST CALIFORNIA EQ CA  USA 40.900  -125.400        6.6 ML  6   CITY HALL, FERNDALE CA  USA 40.580  -124.260    102 N45E    B   1   S4  ALLUVIUM    67.2    61.3    3.51    1.99    USACA37 79  USACA01 79  USACA09 79
1941    2   9   9   44  4.0 NORTHWEST CALIFORNIA EQ CA  USA 40.900  -125.400        6.6 ML  6   CITY HALL, FERNDALE CA  USA 40.580  -124.260    102 S45E    B   1   S4  ALLUVIUM    41.2    38.4    3.44    2.15    USACA37 80  USACA01 80  USACA09 80
1941    2   9   9   44  4.0 NORTHWEST CALIFORNIA EQ CA  USA 40.900  -125.400        6.6 ML  6   CITY HALL, FERNDALE CA  USA 40.580  -124.260    102 VERT    B   1   S4  ALLUVIUM    19.6    19.2    2.08    1.92    USACA37 81  USACA01 81  USACA09 81
1941    7   1   7   50  54.8    SANTA BARBARA EARTHQUAKE    CA  USA 34.360  -119.580    16  5.9 ML  8   COURTHOUSE, SANTA BARBARA   CA  USA 34.420  -119.700    13  N45E    B   -1  S4  ALLUVIUM (> 10M)    234.1   233.8   21.77   3.74    USACA03 256 USACA02 199 USACA09 820
1941    7   1   7   50  54.8    SANTA BARBARA EARTHQUAKE    CA  USA 34.360  -119.580    16  5.9 ML  8   COURTHOUSE, SANTA BARBARA   CA  USA 34.420  -119.700    13  S45E    B   -1  S4  ALLUVIUM (> 10M)    186.4   172.3   21.70   3.92    USACA03 257 USACA02 200 USACA09 821
1941    7   1   7   50  54.8    SANTA BARBARA EARTHQUAKE    CA  USA 34.360  -119.580    16  5.9 ML  8   COURTHOUSE, SANTA BARBARA   CA  USA 34.420  -119.700    13  VERT    B   -1  S4  ALLUVIUM (> 10M)    78.4    68.5    3.65    2.60    USACA03 258 USACA02 201 USACA09 822
1941    10  3   16  13  8.0 NORTHERN CALIFORNIA EARTHQUAKE  CA  USA 40.600  -124.600        6.4 ML  7   CITY HALL, FERNDALE CA  USA 40.580  -124.260    29  N45W    B   1   S4  ALLUVIUM    121.1   118.6   6.92    2.96    USACA03 259 USACA02 202 USACA09 823
1941    10  3   16  13  8.0 NORTHERN CALIFORNIA EARTHQUAKE  CA  USA 40.600  -124.600        6.4 ML  7   CITY HALL, FERNDALE CA  USA 40.580  -124.260    29  S45W    B   1   S4  ALLUVIUM    113.3   113.6   5.75    2.52    USACA03 260 USACA02 203 USACA09 824
1941    10  3   16  13  8.0 NORTHERN CALIFORNIA EARTHQUAKE  CA  USA 40.600  -124.600        6.4 ML  7   CITY HALL, FERNDALE CA  USA 40.580  -124.260    29  VERT    B   1   S4  ALLUVIUM    38.5    37.5    2.56    1.13    USACA03 261 USACA02 204 USACA09 825
1941    11  14  8   41  36.3    TORRANCE-GARDENA EARTHQUAKE CA  USA 33.780  -118.250    16  5.4 ML  8   CHAMBER OF COMMERCE, L. A.  CA  USA 34.030  -118.250    28  S40W    B   -1  S4  ALLUVIUM (>120 M)   11.7    11.2    1.43    .49 USACA03 311 USACA02 254 USACA09 875
1941    11  14  8   41  36.3    TORRANCE-GARDENA EARTHQUAKE CA  USA 33.780  -118.250    16  5.4 ML  8   CHAMBER OF COMMERCE, L. A.  CA  USA 34.030  -118.250    28  S50E    B   -1  S4  ALLUVIUM (>120 M)   15.1    14.9    1.33    .85 USACA03 310 USACA02 253 USACA09 874
1941    11  14  8   41  36.3    TORRANCE-GARDENA EARTHQUAKE CA  USA 33.780  -118.250    16  5.4 ML  8   CHAMBER OF COMMERCE, L. A.  CA  USA 34.030  -118.250    28  VERT    B   -1  S4  ALLUVIUM (>120 M)   7.3 6.7 .79 .41 USACA03 312 USACA02 255 USACA09 876
1941    11  14  8   41  36.3    TORRANCE-GARDENA EARTHQUAKE CA  USA 33.780  -118.250    16  5.4 ML  8   PUBLIC UTILITY BUILDING, LONG BEACH CA  USA 33.770  -118.190    6   EAST    B   -1          53.5    53.7    9.32    3.57    USACA03 308 USACA02 251 USACA09 872
1941    11  14  8   41  36.3    TORRANCE-GARDENA EARTHQUAKE CA  USA 33.780  -118.250    16  5.4 ML  8   PUBLIC UTILITY BUILDING, LONG BEACH CA  USA 33.770  -118.190    6   NORTH   B   -1          40.0    39.7    7.62    2.47    USACA03 307 USACA02 250 USACA09 871
1941    11  14  8   41  36.3    TORRANCE-GARDENA EARTHQUAKE CA  USA 33.780  -118.250    16  5.4 ML  8   PUBLIC UTILITY BUILDING, LONG BEACH CA  USA 33.770  -118.190    6   VERT    B   -1          10.0    8.5 1.05    .56 USACA03 309 USACA02 252 USACA09 873
1942    10  21  16  22  13.0    BORREGO VALLEY EARTHQUAKE   CA  USA 32.960  -116.000    16  6.5 ML  7   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    0   EAST    B   1   S4  ALLUVIUM (>300 M)   49.5    46.5    6.05    3.34    USACA03 218 USACA02 161 USACA09 782
1942    10  21  16  22  13.0    BORREGO VALLEY EARTHQUAKE   CA  USA 32.960  -116.000    16  6.5 ML  7   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    0   VERT    B   1   S4  ALLUVIUM (>300 M)   35.1    25.2    1.59    .79 USACA03 219 USACA02 162 USACA09 783
1942    10  21  16  22  13.0    BORREGO VALLEY EARTHQUAKE   CA  USA 32.960  -116.000    16  6.5 ML  7   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    0   NORTH   B   1   S4  ALLUVIUM (>300 M)   69.4    58.5    6.23    4.24    USACA03 217 USACA02 160 USACA09 781
1949    3   9   12  28  39.0    NORTHERN CALIFORNIA EARTHQUAKE  CA  USA 37.020  -121.480        5.2 ML  7   PUBLIC LIBRARY, HOLLISTER   CA  USA 36.850  -121.400    20  VERT    B   -1  S4  ALLUVIUM (>13 M)    81.3    69.5    3.64    .96 USACA03 264 USACA02 207 USACA09 828
1949    3   9   12  28  39.0    NORTHERN CALIFORNIA EARTHQUAKE  CA  USA 37.020  -121.480        5.2 ML  7   PUBLIC LIBRARY, HOLLISTER   CA  USA 36.850  -121.400    20  N89W    B   -1  S4  ALLUVIUM (>13 M)    219.2   193.6   11.70   1.40    USACA03 262 USACA02 205 USACA09 826
1949    3   9   12  28  39.0    NORTHERN CALIFORNIA EARTHQUAKE  CA  USA 37.020  -121.480        5.2 ML  7   PUBLIC LIBRARY, HOLLISTER   CA  USA 36.850  -121.400    20  S01W    B   -1  S4  ALLUVIUM (>13 M)    132.4   119.4   8.27    1.72    USACA03 263 USACA02 206 USACA09 827
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   DIST ENGINEERS OFFICE, SEATTLE  WA  USA 47.550  -122.340    47  N182E   B   1               66.5    8.13    1.74            USAAK02 35      
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   DIST ENGINEERS OFFICE, SEATTLE  WA  USA 47.550  -122.340    47  VERT    B   1               22.0    2.26    .92         USAAK02 37      
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   DIST ENGINEERS OFFICE, SEATTLE  WA  USA 47.550  -122.340    47  VERT    B   1           23.2    22.0    2.39    2.30    USACA37 84  USACA01 84  USACA09 84
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   DIST ENGINEERS OFFICE, SEATTLE  WA  USA 47.550  -122.340    47  S02W    B   1           69.8    66.5    8.22    2.41    USACA37 82  USACA01 82  USACA09 82
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   DIST ENGINEERS OFFICE, SEATTLE  WA  USA 47.550  -122.340    47  N88W    B   1           70.8    65.9    7.94    2.67    USACA37 83  USACA01 83  USACA09 83
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   DIST ENGINEERS OFFICE, SEATTLE  WA  USA 47.550  -122.340    47  N272E   B   1               66.1    7.77    1.93            USAAK02 36      
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   HIGHWAY TEST LAB, OLYMPIA   WA  USA 47.033  -122.900    26  N04W    F   0           179.5   161.6   21.40   8.58    USACA37 85  USACA01 85  USACA09 85
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   HIGHWAY TEST LAB, OLYMPIA   WA  USA 47.033  -122.900    26  N176E   F   0               161.2   19.36   6.31            USAAK02 32      
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   HIGHWAY TEST LAB, OLYMPIA   WA  USA 47.033  -122.900    26  VERT    F   0               89.0    7.94    4.08            USAAK02 34      
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   HIGHWAY TEST LAB, OLYMPIA   WA  USA 47.033  -122.900    26  VERT    F   0           108.7   90.6    7.03    4.03    USACA37 87  USACA01 87  USACA09 87
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   HIGHWAY TEST LAB, OLYMPIA   WA  USA 47.033  -122.900    26  N86E    F   0           300.0   274.6   17.09   10.38   USACA37 86  USACA01 86  USACA09 86
1949    4   13  19  55  41.0    PUGET SOUND EARTHQUAKE  WA  USA 47.167  -122.617    56  7.1 M   8   HIGHWAY TEST LAB, OLYMPIA   WA  USA 47.033  -122.900    26  N266E   F   0               274.0   16.23   7.62            USAAK02 33      
1951    1   24  7   17  2.6 IMPERIAL VALLEY EARTHQUAKE  CA  USA 33.100  -115.600    16  6.4 ML  7   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    34  EAST    B   1   S4  ALLUVIUM (>300 M)   30.3    27.6    3.09    1.00    USACA03 221 USACA02 164 USACA09 785
1951    1   24  7   17  2.6 IMPERIAL VALLEY EARTHQUAKE  CA  USA 33.100  -115.600    16  6.4 ML  7   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    34  NORTH   B   1   S4  ALLUVIUM (>300 M)   33.1    30.4    2.99    1.95    USACA03 220 USACA02 163 USACA09 784
1951    1   24  7   17  2.6 IMPERIAL VALLEY EARTHQUAKE  CA  USA 33.100  -115.600    16  6.4 ML  7   IMPERIAL VALLEY IRRIGATION DIST., EL CENTRO CA  USA 32.795  -115.549    34  VERT    B   1   S4  ALLUVIUM (>300 M)   20.9    13.3    1.22    .90 USACA03 222 USACA02 165 USACA09 786
1951    10  8   4   10  35.0    NORTHWEST CALIFORNIA EQ CA  USA 40.283  -124.800        6.0 ML  7   CITY HALL, FERNDALE CA  USA 40.580  -124.260    56  N46W    B   1   S4  ALLUVIUM    117.4   109.5   7.39    2.74    USACA37 5   USACA01 5   USACA09 5
1951    10  8   4   10  35.0    NORTHWEST CALIFORNIA EQ CA  USA 40.283  -124.800        6.0 ML  7   CITY HALL, FERNDALE CA  USA 40.580  -124.260    56  S44W    B   1   S4  ALLUVIUM    121.2   102.0   4.80    2.38    USACA37 4   USACA01 4   USACA09 4
1951    10  8   4   10  35.0    NORTHWEST CALIFORNIA EQ CA  USA 40.283  -124.800        6.0 ML  7   CITY HALL, FERNDALE CA  USA 40.580  -124.260    56  VERT    B   1   S4  ALLUVIUM    30.7    26.4    2.21    1.62    USACA37 6   USACA01 6   USACA09 6
1952    7   21  11  52  14.0    KERN COUNTY EARTHQUAKE  CA  USA 35.000  -119.033    16  7.7 ML  11  CALTECH ATHENAEUM, PASADENA CA  USA 34.139  -118.121    0   S90W    B   -1  S4  ALLUVIUM (>195 M)   52.5    52.1    9.07    2.88    USACA37 8   USACA01 8   USACA09 8
1952    7   21  11  52  14.0    KERN COUNTY EARTHQUAKE  CA  USA 35.000  -119.033    16  7.7 ML  11  CALTECH ATHENAEUM, PASADENA CA  USA 34.139  -118.121    0   S00E    B   -1  S4  ALLUVIUM (>195 M)   47.3    46.5    6.23    2.69    USACA37 7   USACA01 7   USACA09 7
1952    7   21  11  52  14.0    KERN COUNTY EARTHQUAKE  CA  USA 35.000  -119.033    16  7.7 ML  11  CALTECH ATHENAEUM, PASADENA CA  USA 34.139  -118.121    0   VERT    B   -1  S4  ALLUVIUM (>195 M)       29.3    4.53    3.03    USACA37 9   USACA01 9   USACA09 9
1952    7   21  11  52  14.0    KERN COUNTY EARTHQUAKE  CA  USA 35.000  -119.033    16  7.7 ML  11  COURTHOUSE, SANTA BARBARA   CA  USA 34.420  -119.700    0   S48E    B   -1  S4  ALLUVIUM (> 10M)    132.3   128.6   19.28   5.76    USACA37 14  USACA01 14  USACA09 14
1952    7   21  11  52  14.0    KERN COUNTY EARTHQUAKE  CA  USA 35.000  -119.033    16  7.7 ML  11  COURTHOUSE, SANTA BARBARA   CA  USA 34.420  -119.700    0   N42E    B   -1  S4  ALLUVIUM (> 10M)    88.5    87.8    11.77   4.65    USACA37 13  USACA01 13  USACA09 13
1952    7   21  11  52  14.0    KERN COUNTY EARTHQUAKE  CA  USA 35.000  -119.033    16  7.7 ML  11  COURTHOUSE, SANTA BARBARA   CA  USA 34.420  -119.700    0   VERT    B   -1  S4  ALLUVIUM (> 10M)    50.0    43.6    5.01    2.15    USACA37 15  USACA01 15  USACA09 15
